,datetime,notification_type,notification_title,email_body,outage
373,2014-11-18 15:00:00,Utility,Power Outage - South Ozone Park (QN),"Notification issued 11/18/14 at 3:25 PM. Con Edison is responding to a power outage in the South Ozone Park section of Queens, including areas of ZIP code 11420. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com. To view this message in American Sign Language (ASL) with audio and subtitles, please visit http://www.youtube.com/watch?v=9FrinpULu74.",1
374,2014-11-18 09:00:00,Utility,Power Outage - Marine Park Loop (BK),"Notification issued 11/18/14 at 9:27 PM. Con Edison is responding to a power outage in the Marine Park Loop section of Brooklyn, including areas of ZIP code 11229 and 11234. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com. To view this message in American Sign Language (ASL) with audio and subtitles, please visit: http://www.youtube.com/watch?v=9FrinpULu74.",1
375,2014-11-17 16:00:00,Utility,Power Outage - Corona Heights (QN),"Notification issued 11/17/14 at 4:50 PM. Con Edison is responding to a power outage in the Corona Heights section of Queens, including areas of ZIP code 11369. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com. To view this message in American Sign Language (ASL) with audio and subtitles, please visit: http://www.youtube.com/watch?v=9FrinpULu74.",1
376,2014-11-17 00:00:00,Utility,Power Outage - Laurelton (QN),"Notification issued 11/17/14 at 12:02 AM.  Con Edison is responding to reports of power outage in the Laurelton section of Queens including ZIP code 11413. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
377,2014-11-07 06:00:00,Utility,Power Outage - East New York (BK),"Notification issued 11/7/14 at 6:30 AM. Con Edison is responding to a power outage in the East New York section of Brooklyn, including areas of ZIP code 11207 & 11208. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
378,2014-11-02 18:00:00,Utility,Power Outage - Coney Island (BK),"Notification issued 11/2/14 at X:XX PM. Con Edison is responding to a power outage in the Coney Island section of Brooklyn, including areas of ZIP code 11224. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
379,2014-11-02 10:00:00,Utility,Power Outage - Hollis (QN),"Notification issued 11/2/14 at 10:02 AM.  Con Edison is responding to reports of power outage in the Hollis section of Queens including ZIP code 11429. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
380,2014-10-29 08:00:00,Utility,Power Outage -  Far Rockaway (QN),"Notification issued 10/29/14 at 8:15 AM. PSE&G is responding to a power outage in the Far Rockaway section of Queens, including areas of ZIP code 11691. To report a loss of electric service, contact PSE&G at 800-490-0075 or online at http://www.psegliny.com/.",1
381,2014-10-16 05:00:00,Utility,Power Outage - Wakefield (BX),"Notification issued 10/16/14 at 5:05 AM. Con Edison is responding to a power outage in the Wakefield section of The Bronx, including areas of ZIP code 10466 and 10470. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
382,2014-10-15 21:00:00,Utility,Power Outage - South Ozone Park (QN),"Notification issued 10/15/14 at 9:15 PM. Con Edison is responding to a power outage in the South Ozone Park section of Queens, including areas of ZIP code 11420. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
383,2014-10-11 07:00:00,Utility,Power Outage - South Ozone Park (QN),"Notification issued 10/11/14 at 7:05 AM. Con Edison is responding to a power outage in the South Ozone Park section of Queens, including areas of ZIP code 11420. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
384,2014-10-11 06:00:00,Utility,Power Outage - Coney Island (BK),"Notification issued 10/11/14 at 6:18 PM. Con Edison is responding to a power outage in the Coney Island section of Brooklyn, including areas of ZIP code 11224. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
385,2014-10-07 18:00:00,Utility,Power Outage - New Dorp (SI),"Notification issued 10/7/14 at 6:07 PM. Con Edison is responding to a power outage in the New Dorp section of Staten Island, including areas of ZIP code 10306. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
386,2014-09-16 12:00:00,Utility,Power Outage - Red Hook Network (BK),"Notification issued 9/16/14 at 12:46 PM.  Con Edison is responding to a power outage in the Red Hook section of Brooklyn.  To report a loss of service, please contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
387,2014-09-13 15:00:00,Utility,Power Outage - Hollis (QN),"Notification issued 09/13/2014 at 3:55 PM. Con Edison is responding to a power outage in the Hollis section of Queens, including areas of ZIP codes 11422 and 11426.  To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
388,2014-09-05 15:00:00,Utility,Power Outage in Manhattan Beach (BK),"Notification issued 9/5/14 at 3:20 PM. Con Edison is responding to a power outage in the Manhattan Beach section of Brooklyn, including areas of ZIP code 11235. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
389,2014-08-31 13:00:00,Utility,Power Outage - Woodrow Section (SI),"Notification issued on 8/31/14 at 1:05 PM. Con Edison is responding to a power outage in the Woodrow section of Staten Island, including areas of ZIP codes 11307 and 10309. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
390,2014-08-27 10:00:00,Utility,Power Outage - Livonia Section (BK),"Notification issued on 8/27/14 at 10:18 AM. Con Edison is responding to a power outage in the Livonia section of Brooklyn, including areas of ZIP codes 11207, 11236, 11239. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
391,2014-08-25 13:00:00,Utility,Power Outage - Geritsen Beach (BK),"Notification issued on 8/25/14 at 1:43 PM. Con Edison is responding to a power outage in the Gerritsen Beach section of Brooklyn, including areas of ZIP code 11229. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
392,2014-08-13 03:00:00,Utility,Power Outage - Gravesend (BK),"Notification issued on 8/13/14 at 3:35 AM. Con Edison is responding to a power outage in the Gravesend section of Brooklyn, including areas of ZIP code 11235. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
393,2014-08-11 16:00:00,Utility,Power Outage - Gun Hill (BX),"Notification issued on 8/11/14 at 4:55 PM. Con Edison is responding to a power outage in the Gun Hill section of The Bronx, including areas of ZIP codes 10469 and 10466. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
394,2014-08-10 07:00:00,Utility,Power Outage - Totenville (SI),"Notification issued on 8/10/14 at 7:55 AM. Con Edison is responding to a power outage in the Totenville section of Staten Island, including areas of ZIP code 10307. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
395,2014-08-09 04:00:00,Utility,Power Outage -  Glen Oaks (QN),"Notification issued 8/9/14 at 4:37 AM. Con Edison is responding to a power outage in the Glen Oaks section of Queens. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
396,2014-08-02 14:00:00,Utility,Power Outage - Hollis (QN),"Notification issued 8/2/14 at 2:05 PM. Con Edison is responding to a power outage in the Hollis section of Queens, including parts of ZIP codes 11004 and 11040. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
397,2014-07-23 22:00:00,Utility,Power Outage - Greenridge (SI),"Notification issued on 7/23/14 at 10:42 PM. Con Edison is responding to a power outage in the Greenridge section of Staten Island. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
399,2014-07-23 21:00:00,Utility,Power Outage - Staten Island,"Notification issued on 7/23/14 at 9:40 PM. Con Edison is responding to a power outage in Staten Island ZIP codes 10309, 10312, and 10314. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
400,2014-07-18 13:00:00,Utility,Power Outage in the Rockaways - PSEG Service Area (QN),"Notification issued 7/18/14 at 1:57 PM. PSEG is responding to a power outage in the Far Rockaway section of Queens. To report a loss of electric service, contact PSEG at 800-490-0075 or online at http://www.psegliny.com/.",1
401,2014-07-16 18:00:00,Utility,Power Outage - Carroll Gardens (BK),"Notification issued on 7/15/14 at 6:00 PM. Con Edison is responding to a power outage in the Carroll Gardens neighborhood of Brooklyn, ZIP code 11231. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
402,2014-07-14 21:00:00,Utility,Power Outage in Staten Island (SI),"Notification issued on 7/14/14 at 9:15 PM. Con Edison is responding to a power outage in sections of Staten Island, ZIP codes 10308, 10312, and 10314. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
403,2014-07-08 23:00:00,Utility,Power Outage - Wainwright (SI),"Notification issued on 7/8/14 at 11:42 PM. Con Edison is responding to a power outage in the Wainwright section of Staten Island. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
404,2014-07-06 04:00:00,Utility,Power Outage - Allerton Network (BX),"Notification issued on 7/6/14 at 4:21 AM. Con Edison is responding to a power outage in the Allerton section of The Bronx. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
405,2014-07-05 01:00:00,Utility,Power Outage - Juniper Valley (QN),"Notification issued on 7/5/14 at 1:06 AM. Con Edison is responding to a power outage in the Juniper Valley section of Queens. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
406,2014-07-02 16:00:00,Utility,Power Outage in Staten Island (SI),"Notification issued on 7/2/14 at 4:37 PM. Con Edison is responding to a power outage in sections of Staten Island ZIP code 10312. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
407,2014-06-29 21:00:00,Utility,Power Outage - Zip Code 11224 (BK),"Notification issued on 6/29/14 at 9:12 PM. Con Edison is responding to a power outage in Brooklyn ZIP code 11224. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
408,2014-06-26 12:00:00,Utility,Power Outage - Ozone Park (QN),"Notification issued 6/26/14 at 12:40 PM.  There is a power outage in the Ozone Park section of Queens.  To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
409,2014-06-19 06:00:00,Utility,Power Outage - Ozone Park (QN),"Notification issued 6/19/14 at 6:55 AM.  There is a power outage in the Ozone Park section of Queens.  To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
410,2014-06-18 06:00:00,Utility,Power Outage - North East (BX),"Notification issued 6/18/14 at 6:43 AM.  There is a power outage in the North East section of The Bronx.  To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
411,2014-06-12 06:00:00,Utility,Power Outage - Zip Codes 11234 & 11203 (BK),"Notification issued 6/12/14 at 6:05 AM.  There is a power outage in the Tilden Loop section of Brooklyn.  To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
412,2014-06-11 09:00:00,Utility,Power Outage - Throgneck (BX),"Notification issued 6/11/14 at 9:25 AM.  There is a power outage in the Throgsneck section of The Bronx.  To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
413,2014-06-10 12:00:00,Utility,Power Outage - Bayside (QN),"Notification issued 6/10/14 at 12:01 PM.  There is a power outage in the Bayside section of Queens.  To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
414,2014-06-09 15:00:00,Utility,Power Outage - Allerton (BX),"Notification issued 6/9/14 at 3:56 PM.  There is a power outage in the Allerton section of the Bronx.  To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
415,2014-06-09 11:00:00,Utility,Power Outage - Allerton (BX),"Notification issued 6/9/14 at 11:42 AM.  There is a power outage in the Allerton section of the Bronx.  To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
416,2014-06-07 14:00:00,Utility,Power Outage (BK),"Notification issued on 6/7/14 at 2:05 PM. Con Edison is responding to a power outage in Brooklyn ZIP codes 11234 and 11236. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
417,2014-06-06 12:00:00,Utility,Power Outage in Staten Island Zip Code 10310 (SI),"Notification issued on 06/06/2014 at 12:54 PM. Con Edison is responding to a power outage in Staten Island ZIP code 10310. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
418,2014-06-02 19:00:00,Utility,Power Outage - Staten Island ZIP 10314 (SI),"Notification issued on 06/02/2014 at 7:10 PM. Con Edison is responding to a power outage in Staten Island ZIP code 10314. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
419,2014-05-17 00:00:00,Utility,Power Outage - Middle Village (QN),"Notification issued on 5/17/14 at 12:44 AM. Con Edison is responding to a power outage in the Middle Village section of Queens. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com",1
420,2014-05-13 15:00:00,Utility,Power Outage in the Rockaways - PSE&G Service Area (QU),"Notification issued 5/13/14 at 3:45 PM. PSE&G is responding to a power outage in the Far Rockaway section of Queens, including ZIP codes 11691 and 11692. To report a loss of electric service, contact PSE&G at 800-490-0075 or online at http://www.psegliny.com/.",1
421,2014-05-03 19:00:00,Utility,Power Outage in Staten Island - 10314 (SI),"Notification issued on 05/03/2014 at 7:10 PM. Con Edison is responding to a power outage in Staten Island ZIP code 10314. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
422,2014-04-06 10:00:00,Utility,Power Outage - Pelham Bay (BX),"Notification issued on 4/6/14 at 10:23 AM. Con Edison is responding to a power outage in the Pelham Bay section of The Bronx. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com",1
423,2014-04-05 21:00:00,Utility,Power Outage in The Bronx (BX),"Notification issued on 4/5/14 at 9:40 PM. Con Edison is responding to a power outage in The Bronx, ZIP code 10463. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
424,2014-03-29 11:00:00,Utility,Power Outage - ZIP Code 10312 (SI),"Notification issued on 3/29/14 at 11:40 AM. Con Edison is responding to a power outage in the Annadale section of Staten Island, ZIP code 10312. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com",1
425,2014-03-20 05:00:00,Utility,Power Outage - East New York (BK),"Notification issued 3/20/14 at 5:55 AM. Con Edison is responding to a power outage in East New York section of Brooklyn. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com",1
426,2014-03-19 21:00:00,Utility,Power Outage - SoHo (MN),"Notification issued on 3/19/2014 9:25 PM. Con Edison is responding to a power outage in the SoHo section of Manhattan. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com",1
427,2014-03-17 13:00:00,Utility,Power Outage - Throggs Neck (BX),"Notification issued 3/17/14 at 1:15 PM. Con Edison is responding to a power outage in Throggs Neck, Bronx. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com",1
428,2014-03-16 14:00:00,Utility,Power Outage in the Rockaways - PSE&G Service Area (QU),"Notification issued 3/16/14 at 2:55 PM. PSE&G is responding to a power outage in the Far Rockaway section of Queens. To report a loss of electric service, contact PSE&G at 800-490-0075 or online at http://www.psegliny.com/.",1
429,2014-03-12 18:00:00,Utility,Power Outage - Juniper Valley (QU),"Notification issued on 3/12/14 at 6:40 PM. Con Edison is responding to a power outage in the Middle Village section of Queens. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com",1
430,2014-03-06 10:00:00,Utility,Power Outage - Rosedale (QN),"Notification issued 3/6/14 at 10:40 AM.  Con Edison is responding to a power outage in the Rosedale section of Queens.  To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com",1
431,2014-02-27 12:00:00,Utility,Power Outage - Springfield (SI),"Notification issued 2/27/14 at 12:54 PM.  Con Edison is responding to a power outage in the Springfield section of Staten Island.  To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com",1
432,2014-02-25 17:00:00,Utility,Power Outage in the Rockaways - PSE&G Service Area (QU),"Notification issued 2/25/14 at 5:10 PM. PSE&G is responding to a power outage in the Far Rockaway section of Queens. To report a loss of electric service, contact PSE&G at 800-490-0075 or online at http://www.psegliny.com/.",1
433,2014-02-15 14:00:00,Utility,Power Outage - Dyker Loop (BK),"Notification issued on 2/15/2014 at 2:00 PM. Con Edison is responding to a power outage in the Dyker Heights and Bay Ridge sections of Brooklyn. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com",1
434,2014-02-03 03:00:00,Utility,"Power Outage - Zip Codes 11373, 11378, 11379 (QN)","Notification issued on 2/3/14 at 3:28 AM. Con Edison is responding to a power outage in sections of Queens ZIP codes 11373, 11378, and 11379. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
435,2014-01-21 20:00:00,Utility,Power Outage in Staten Island - 10306 (SI),"Notification issued on 1/21/14 at 8:55 PM. Con Edison is responding to a power outage in sections of Staten Island ZIP code 10306. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
437,2014-01-18 18:00:00,Utility,Power Outage in Staten Island - 10312 & 10314 (SI),"Notification issued on 1/18/14 at 6:55 PM. Con Edison is responding to a power outage in sections of Staten Island ZIP codes 10312 and 10314. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
438,2014-01-12 02:00:00,Utility,Power Outage - Zip Codes 11412 & 11423 (QN),"Notification issued on 1/12/14 at 2:30 AM. Con Edison is on the scene of a power outage in ZIP codes 11423 and 11412 in Queens. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
439,2014-01-11 09:00:00,Utility,Power Outage - ZIP Code 11414 (QN),"Notification issued on 1/11/14 at 9:00 AM. Con Edison is on the scene of a power outage in ZIP code 11414, Queens. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
440,2014-01-09 07:00:00,Utility,Power Outage - Bayside (QN),"Notification issued 1/9/14 at 7:33AM.  Con Edison is responding to a power outage in Bayside area of Queens. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.service",1
441,2014-01-07 07:00:00,Utility,Power Outage - ZIP Code 10312 (SI),"Notification issued on 1/7/14 at 7:11 AM. Con Edison is responding to a power outage in ZIP code 10312 in Staten Island. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
442,2014-01-05 17:00:00,Utility,Power Outage - Hollis (QU),"Notification issued 1/5/14 at 5:25 PM. Con Edison is responding to a power outage in Hollis, Queens, including sections of ZIP codes 11411 and 11429. To report a loss of service, contact Con Ed at 1-800-75-CONED or visit http://www.coned.com.",1
443,2014-01-01 22:00:00,Utility,Power Outage - ZIP codes 10304 & 10305 (SI),"Notification issued on 1/1/14 at 10:15 PM. Con Edison is responding to a power outage in ZIP codes 10304 and 10305 in Staten Island. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
444,2013-12-29 11:00:00,Utility,Power Outage - ZIP Code 11426 (QN),"Notification issued on 12/29/13 at 11:03 AM. Con Edison is responding to a power outage in ZIP code 11426, Queens. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
445,2013-12-19 16:00:00,Utility,Power Outage (SI),"Notification issued on 12/19/13 at 4:10 PM. Con Edison is responding to a power outage in Staten Island ZIP Codes 10306, 10314, and 10308. To report a loss of service, contact Con Ed at 1-800-75-CONED or visit http://www.coned.com.",1
446,2013-12-15 01:00:00,Utility,Power Outage - Pelham Gardens (BX),"Notification issued on 12/15/13 at 1:50 AM. Con Edison is responding to a power outage in the Pelham Gardens section of The Bronx. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
447,2013-12-08 08:00:00,Utility,Power Outage - Middle Village (QN),"Notification issued on 12/8/13 at 8:10 AM. Con Edison is responding to a power outage in the Middle Village section of Queens. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
448,2013-11-27 12:00:00,Utility,Power Outage - Far Rockaway (QN),"Notification issued on 11/27/13 at 12:51 PM. LIPA is responding to a power outage in the Far Rockaway section of Queens in ZIP code 11691. To report a loss of electric service, contact LIPA by phone at 800-490-0075 or online at http://www.lipower.org/stormcenter/report.html",1
449,2013-11-27 06:00:00,Utility,Power Outage - Far Rockaway (QN),"Notification issued on 11/27/13 at 6:29 AM. LIPA is responding to a power outage in the Far Rockaway section of Queens in ZIP code 11693. To report a loss of electric service, contact LIPA by phone at 800-490-0075 or online at http://www.lipower.org/stormcenter/report.html.",1
450,2013-11-24 12:00:00,Utility,Power Outage - East Flatbush (BK),"Notification issued on 11/24/13 at 12:31 PM. Con Edison is responding to a power outage in the East Flatbush section of Brooklyn. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
451,2013-11-16 08:00:00,Utility,Power Outage - Williamsbridge (BX),"Notification issued 11/16/13 at 8:49AM. Con Edison is responding to a power outage in the Williamsbridge section in the Bronx. To report a loss of electric service, contact Con Edison at 1-800-75-CONED (26633) or online at http://www.coned.com",1
452,2013-10-13 21:00:00,Utility,Power Outage - Laconia Section (BX),"Notification issued on 10/13/13 9:25 PM. Con Edison is responding to a power outage in the Laconia section of the Bronx. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com",1
453,2013-10-13 01:00:00,Utility,Power Outage - Country Club (BX),"Notification issued on 10/13/13 at 1:05 AM. Con Edison is responding to a power outage in the Country Club section of The Bronx. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
454,2013-10-12 14:00:00,Utility,Power Outage - Whitestone Section (QU),"Notification issued on 10/12/13 at 2:30 PM. Con Edison is responding to a power outage in the Whitestone section of Queens. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
455,2013-10-07 15:00:00,Utility,Power Outage (SI),"Notification issued on 10/7/2013 3:30 PM. Con Edison is responding to a power outage in Princes Bay section of Staten Island. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com",1
456,2013-09-30 10:00:00,Utility,Power Outage (SI),"Notification issued on 09/30/2013 10:10 AM. Con Edison is responding to a power outage in the Lighthoue Hill section of Staten Island. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com",1
457,2013-09-13 01:00:00,Utility,Power Outage - Zip Codes 10466 & 10470 (BX),"Notification issued on 9/13/13 at 1:11 AM. Con Edison is responding to a power outage in The Bronx, ZIP codes 10466 and 10470. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com",1
458,2013-09-12 20:00:00,Utility,Power Outages in Staten Island (SI),"Notification issued 9/12/13 at 8:55 PM. Con Edison is responding to power outages throughout Staten Island. To report a loss of electric service, contact Con Edison at 1-800-75-CONED (26633) or online at http://www.coned.com.",1
460,2013-09-12 14:00:00,Utility,Power Outage in Middle Village (QU),"Notification issued 9/12/13 at 2:15 PM. Con Edison is responding to a power outage in the Middle Village section of Queens. To report a loss of electric service, contact Con Edison at 1-800-75-CONED (26633) or online at http://www.coned.com.",1
461,2013-09-03 06:00:00,Utility,Power Outage - Eltingville (SI),"Notification issued on 09/3/2013 at 6:50 AM. Con Edison is responding to a power outage in the Eltingville section of Staten Island. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com",1
462,2013-08-23 08:00:00,Utility,Power Outage - Williamsbridge Area (BX),"Notification issued on 8/23/13 at 8:00 AM. Con Edison is responding to a power outage in the Williamsbridge section of The Bronx. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com",1
463,2013-08-08 12:00:00,Utility,Power Outage SI,"Notification issued 8/8/13 at 12:48 PM. Con Edison is responding to a power outage in the New Springville section of Staten Island. To report a loss of electric service, contact Con Edison at 1-800-75-CONED (26633) or online at http://www.coned.com",1
464,2013-07-20 18:00:00,Utility,LIPA Power Outage - Far Rockaway (QN),"Notification issued on 7/20/13 at 6:40 PM. LIPA is responding to a power outage in the Far Rockaway section of Queens, including ZIP codes 11693 and 11694. To report a loss of electric service, contact LIPA by phone at 800-490-0075 or online at http://www.lipower.org/stormcenter/report.html.",1
465,2013-07-20 15:00:00,Utility,Power Outage - Glen Oaks (QN),"Notification issued 7/20/13 at 3:30 PM. Con Edison is responding to a power outage in the vicinity of Glen Oaks, Queens, including sections of ZIP codes 11426, 11040, 11362, 11005, 11004, and 11001. To report a loss of electric service, contact Con Edison at 1-800-75-CONED (26633) or online at http://www.coned.com.",1
466,2013-07-19 21:00:00,Utility,Power Outage (BX),"Notification issued 7/19/13 at 9:50 PM. Con Edison is responding to a power outage in the northeast section of The Bronx. To report a loss of electric service, contact Con Edison at 1-800-75-CONED (26633) or online at http://www.coned.com.",1
467,2013-07-19 12:00:00,Utility,Power Outage - Tottenville (SI),"Notification issued 7/19/13 at 12:38 PM. Con Edison is responding to a power outage in the Tottenville section of Staten Island. To report a loss of electric service, contact Con Edison at 1-800-75-CONED (26633) or online at http://www.coned.com.",1
468,2013-07-18 20:00:00,Utility,Power Outage (SI),"Notification issued on 7/18/13 at 8:05 PM. Con Edison is responding to a power outage in Staten Island ZIP codes 10307, 10309, and 10312. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
469,2013-07-06 16:00:00,Utility,Power Outage (SI),"Notification issued on 7/6/13 at 4:00 PM. Con Edison is responding to a power outage in Staten Island ZIP codes 10304, 10305, and 10306. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
470,2013-07-06 02:00:00,Utility,"Power Outage, ZIP Codes 10304 & 10305 (SI)","Notification issued on 7/6/13 at 2:05 AM. Con Edison is responding to a power outage in the Rosebank area of Staten Island, ZIP codes 10304 and 10305. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com",1
471,2013-07-05 17:00:00,Utility,Power Outage - Wakefield Section (BX),"Notification issued on 7/5/13 at 5:35 PM. Con Edison is responding to a power outage in the Wakefield section of The Bronx. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
472,2013-07-04 14:00:00,Utility,Power Outage (BX),"Notification issued on 7/4/13 at 2:45 PM. Con Edison is responding to a power outage in The Bronx, ZIP codes 10467 and 10469. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
473,2013-06-30 18:00:00,Utility,"Power Outage, ZIP Code 10314 (SI)","Notification issued on 6/30/13 at 6:30 PM. Con Edison is responding to a power outage in Staten Island, ZIP code 10314. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com",1
474,2013-06-25 17:00:00,Utility,Power Outage - Far Rockaway (QN),"Notification issued on 6/25/13 5:00 PM. LIPA is responding to a power outage in the Far Rockaway section of Queens. To report a loss of electric service, contact LIPA at 800-490-0075 or online at http://www.lipower.org/stormcenter/report.html.",1
